KnowledgeID,Category,KnowledgeName,KnowledgeDetail,ReferenceFile
265bef51-401f-4abd-837d-8185d4395ba3,คู่มือ New Application,Approve Internal Project (Admin),"Admin สามารถกด  เพื่อดูรายละเอียด Request และกด Action (Approve/Reject). ผลลัพธ์: Approve (เพิ่ม Task/แก้ไขวงเงิน), Reject (ไม่เปลี่ยนแปลง), Withdraw (ผู้ใช้ขอ Request ใหม่ได้)",main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
5a9501b6-3594-467d-89d8-b4cad15932b1,คู่มือ New Application,BU Performance Report,"การดู BU Performance Report ให้เลือก Report เป็น BU Performance และเลือก Cost Center (ตามสิทธิ์), เลือก Output Type (HTML, HTML (Single Page), HTML (Email), PDF, Excel & Excel 2007)",main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
0952d71c-3b99-4367-8ee9-a903fbc1b1f2,คู่มือ New Application,สร้าง Timesheet,"สร้าง Timesheet โดยเลือก Project หรือ Non Project เลือก Job Task วันที่ เวลา และกรอกรายละเอียดต่างๆ เช่น Memo, SR Number และไฟล์แนบ แล้วกด Create เพื่อบันทึก",main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
49a2b14a-8db4-4975-8dd5-c370ceb4b869,คู่มือ New Application,แก้ไข Timesheet,แก้ไข Timesheet ได้ในสัปดาห์ปัจจุบันหรือย้อนหลังไม่เกิน 7 วัน แก้ไขรายละเอียดต่างๆ และกด Update เพื่อบันทึก หรือกด Delete เพื่อลบรายการ,main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
3a1981fe-df62-41aa-9c35-a7a43cb69aa2,คู่มือ New Application,Approve Timesheet,"สำหรับ Supervisor และ Project Manager กด Approval เพื่อดูรายการ Timesheet, สามารถ Approve หรือ Reject รายการได้",main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
276df692-155a-4979-86dc-35a7689bfd2a,คู่มือ New Application,สร้าง OT,"สร้าง OT โดยเลือก Project หรือ Non Project เลือก Job Task วันที่ เวลา และกรอกรายละเอียดต่างๆ เช่น Memo, SR Number และไฟล์แนบ แล้วกด Create เพื่อบันทึก",main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
ce02ba32-df75-446d-884d-7f7a1fe5380b,คู่มือ New Application,แก้ไข OT,แก้ไข OT ได้ในสัปดาห์ปัจจุบันหรือย้อนหลังไม่เกิน 7 วัน แก้ไขรายละเอียดต่างๆ และกด Update เพื่อบันทึก หรือกด Delete เพื่อลบรายการ (หาก Approve แล้วแก้ไขไม่ได้),main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
c542158b-ac4b-4945-8163-15758ba535d5,คู่มือ New Application,Approve OT,"สำหรับ Supervisor และ Project Manager กด Approval เพื่อดูรายการ OT, สามารถ Approve หรือ Reject รายการได้",main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
9b33e098-8bd9-4d4a-9661-1e587c9926c5,IT Policy,MFEC IT Policy,"นโยบาย IT ของ MFEC มี Guideline, Standard, Procedure เพื่อควบคุมความเสี่ยงด้าน Confidentiality, Integrity, Availability โดยครอบคลุมการเข้าถึงข้อมูล, การจัดประเภทข้อมูล, Operation Security, Communication Security, Disaster Recovery, Supplier Management และ System acquisition and Development",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
19efb6ab-4f41-46b9-bebb-02e43e7cf470,IT Policy,นิยามศัพท์ IT Policy,"Policy คือแนวทางปฏิบัติ, Guideline คือแนวทางเพิ่มเติม, Standard คือข้อกำหนด, Procedure คือขั้นตอนการปฏิบัติ, IT User คือผู้ใช้งานระบบ IT",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
375c2fe0-0b9e-4ca2-925b-e6871800d15a,IT Policy,IT Governance,"COO มีหน้าที่กำหนด Guideline, Standard, Procedure ด้าน IT, Quims/qirutign มีหน้าที่ดูแล IT ตาม Guideline ที่กำหนด, shedwwaenrs มีหน้าที่สนับสนุน IT",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
6ecd31a9-128e-453b-bd5d-317b4455e340,IT Policy,Access Control,"กำหนดสิทธิ์การเข้าถึงข้อมูล, ควบคุมการเข้าถึงเครือข่าย, บริหารจัดการ User Password และ Network Access Control",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
b316e36f-ba0a-429c-ae13-f7614c52b341,IT Policy,Data Classification,"จัดประเภทข้อมูลเพื่อกำหนดมาตรการรักษาความปลอดภัยที่เหมาะสม (Confidential, Internal Use, Public)",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
83bd4140-fb6b-4d7c-858a-5e3e6047387b,IT Policy,Operation Security,"บริหารจัดการ Information Asset, ควบคุมการเข้าถึงระบบ, กำหนด Security Awareness",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
8d314311-580e-4da0-8661-0ed749ec740e,IT Policy,Communication Security,"ป้องกัน Remote Diagnostic และ Configuration Port, ควบคุม Network Routing",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
b2bc280f-8327-4e07-bf1a-2109f3c64ba0,IT Policy,Disaster Recovery Plan,"กำหนด Disaster Recovery Plan (DRP) โดยมี PDCA, BIA (Business Impact Analysis), Risk Assessment เพื่อให้ระบบ IT สามารถกลับมาใช้งานได้หลังเกิดเหตุการณ์",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
1d4eb735-63db-4026-94a0-2d9718b1ef0b,IT Policy,Supplier Management,บริหารจัดการ Supplier ที่เกี่ยวข้องกับ IT,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
d73822e6-17fa-4bd3-8125-a600e5309ab4,IT Policy,System Acquisition & Development,กำหนดความปลอดภัยในการจัดซื้อและพัฒนาระบบ IT,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
2e593254-7840-44b9-b52d-1f0e2b4c5bff,IT Policy,Non-Disclosure Agreement (NDA),กำหนดข้อตกลงรักษาความลับกับบุคคลภายนอก,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
45f09841-74be-41b1-b7db-bd141b8767fa,IT Policy,Least Privilege,กำหนดสิทธิ์การเข้าถึงระบบให้น้อยที่สุดเท่าที่จำเป็น,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
a2cd7738-44da-4812-b9bc-6c6ac222fde0,IT Policy,User Password Management,"กำหนดนโยบาย Password ที่แข็งแรง, การเข้ารหัส Password, การใช้ MFA (Multi-Factor Authentication)",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
b4e2dd82-0cfb-4bd6-82c6-f866fecbc5ae,IT Policy,Network Access Control (NAC),"ควบคุมการเข้าถึงเครือข่าย, WLAN Security, BYOD Security",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
5fab409f-1596-4188-860d-dbf9bca983fb,IT Policy,User Identification and Authentication,ยืนยันตัวตนผู้ใช้งานก่อนเข้าถึงระบบ,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
9c126095-8f8a-451d-9731-86cf5b17d1fa,IT Policy,Operating System Access Control,"ควบคุมการเข้าถึง Operating System, Security Patch, Multi-User/Multi-Identity Profiles",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
5000824e-750b-44a8-8200-9f68a5f402cb,IT Policy,Security Awareness,"สร้างความตระหนักด้านความปลอดภัยให้กับผู้ใช้งาน, การป้องกัน Malware, การใช้งาน E-mail, Web Application ที่ปลอดภัย",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
db6e9082-4aa0-47c9-a45c-5cdd7421276e,IT Policy,Web Application Security,"ตรวจสอบ Web Application, เข้ารหัสข้อมูล, ควบคุมการเข้าถึง",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
600837fd-cb9f-4db0-be48-e1f4bcc7271f,IT Policy,Remote Diagnostic and Configuration Port Protection,"ป้องกัน Port ที่ใช้ในการ Remote Diagnostic และ Configuration, กำหนด Password ที่แข็งแรง, ปิด Port ที่ไม่ได้ใช้งาน",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
199a19fd-b42e-4f8b-b1e2-cc7696692400,IT Policy,Network Routing Control,"ควบคุมการ Routing ของ Network, Router Configuration Security",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
8c148086-53c2-47a4-bc33-4411c97d11e7,IT Policy,Mobile Device Security,กำหนดมาตรการรักษาความปลอดภัยสำหรับอุปกรณ์ Mobile,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
584d6c53-eb9f-4f23-9bcf-4862f18148c1,IT Policy,System Security Event,การรายงานเหตุการณ์ด้านความปลอดภัย,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
eb7fb5fa-d681-4457-8c56-6514f57ab577,IT Policy,Acceptable Use Policy (AUP),กำหนดแนวทางการใช้งาน IT Resources ที่ยอมรับได้,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
07a7bac9-0ad1-49a3-a610-e1c7218504f8,IT Policy,Inventory of Assets,"การจัดทำบัญชีทรัพย์สิน IT, การกำหนด Ownership",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
cea95a27-1c0a-4d2f-81e9-fc55e62c7d7c,IT Policy,Data Disposal,"การทำลายข้อมูลอย่างปลอดภัย, การล้างข้อมูล",main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
75f71d4d-598b-41d7-88f3-668ec73d26b1,IT Policy,Vendor Due Diligence,การตรวจสอบ Supplier ก่อนทำสัญญา,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
13ce11a7-88e1-4d72-b043-c8131b5e35be,IT Policy,Password Policy,นโยบายการตั้งรหัสผ่าน,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
492e9a28-99a2-40b9-bd27-e7ff3cf68871,IT Policy,e-mail Policy,นโยบายการใช้งาน e-mail ของบริษัท,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
d8330425-fa0b-4ea2-85e5-b6a8bf96a2c0,IT Policy,Standard Software License,ข้อมูล Standard Software License ที่บริษัทใช้งาน,main/IT Policy/MFEC-ISMS-PO-001-ISMS Policy.pdf; main/IT Policy/email-policy.pdf; main/IT Policy/notbook-policy.pdf; main/IT Policy/นโยบายเทคโนโลยีสารสนเทศ 62 (IT-Policy).pdf
